CleanedTweets,Tweets,Time,TimeNew,TimeChanged,PolarityScore
president trump claims elections uselections trumpvsbiden americadecides,"\"President #Trump claims.\\n#elections #USElections2020 #TrumpvsBiden #AmericaDecides2020 https://t.co/P9DOrJlqe4 https://t.co/7LY0JrrjMS\"","\"2020-11-19 15:08:10.874644\"",2020-11-19T15:42:23.248+05:30,"",Positive
treasure power vocal none many covers jeongwoo songs want hear real life ude ufe fplease drop,"\"TREASURE POWER VOCAL\\none of the many covers of Jeongwoo songs that I want to hear again in real life\\ud83d\\ude2d\\u2728\\u2764\\ufe0fPlease Drop\\u2026 https://t.co/8xCnzPsuhL\"","\"2020-11-19 15:08:13.878306\"",2020-11-19T15:42:23.248+05:30,"",Positive
allowed may better candidate win trumpvsbiden stopcounting,"\"@King_Pelsmart @Tiwa_UrFavyRN its allowed may d better candidate win\\n#TrumpvsBiden #StopCounting\"","\"2020-11-19 15:08:16.881794\"",2020-11-19T15:42:23.248+05:30,"",Positive
problem winning election big tech giants flag attached,"\"My problem is not with @JoeBiden winning the election. But with big tech giants only flag those who are attached to\\u2026 https://t.co/CWf0Wt6nga\"","\"2020-11-19 15:08:19.882688\"",2020-11-19T15:42:23.248+05:30,"",Positive
truth matter nthere fraud election stealing stop listening ravings,"\"The truth of the matter.... \\n\\nThere is no fraud, there is no election stealing. Stop listening the the ravings of a\\u2026 https://t.co/npzTjznakq\"","\"2020-11-19 15:08:23.718768\"",2020-11-19T15:42:23.248+05:30,"",Negative
something losing election turns caps lock trumpvsbiden,"\"Is there something about losing an election that turns your caps lock on? #TrumpvsBiden\"","\"2020-11-19 15:08:26.722641\"",2020-11-19T15:42:23.248+05:30,"",Negative
get twitteris chan trending shut fucking cheetoh trumpvsbiden trumpispathetic,"\"Can we get #TwitterIs8Chan trending until they shut that fucking Cheetoh up?\\n#TrumpvsBiden \\n#TrumpIsPathetic\\u2026 https://t.co/Yp5V3KAPOn\"","\"2020-11-19 15:08:29.726245\"",2020-11-19T15:42:23.248+05:30,"",Positive
trump may first person never makes past stage stages grief election,"\"Trump may just be the first person who never makes it past stage 1 of the 5 stages of grief.\\n\\n#2020Election\\u2026 https://t.co/ui6kf5SN72\"","\"2020-11-19 15:08:32.729975\"",2020-11-19T15:42:23.248+05:30,"",Negative
anyone still thinks piece shit man baby good america proves morons really exist nnow,"\"Anyone who still thinks this piece of shit man baby is good for America proves morons really do exist. \\n\\nNow your p\\u2026 https://t.co/gTVBD8ouS6\"","\"2020-11-19 15:08:35.732477\"",2020-11-19T15:42:23.248+05:30,"",Negative
billy gone trumpvsbiden rudygiuliani williambarr trumpispathetic covid whitehouseeviction,"\"WHERE\\u2019S BILLY GONE\\n\\n#TrumpvsBiden #RudyGiuliani #WilliamBarr #TrumpIsPathetic #COVID19 #WhitehouseEviction https://t.co/pyKWfEO84S\"","\"2020-11-19 15:08:38.734662\"",2020-11-19T15:42:23.248+05:30,"",Positive
uddfa uddf ude really won udc udd spx udc spy trumpvsbiden victory pamp udcc ude must follow,"\"#ES_F ... Don \\ud83c\\uddfa\\ud83c\\uddf8 did it! \\ud83d\\ude0d He really WON \\ud83d\\udc51 ! \\ud83e\\udd23 $SPX \\ud83d\\udc37 $SPY \\n#TrumpvsBiden ... Victory pamp \\ud83d\\udcc8\\ud83d\\ude80must follow!\\u2026 https://t.co/4EG9Fj3TiG\"","\"2020-11-19 15:08:41.737847\"",2020-11-19T15:42:23.248+05:30,"",Positive
president trump team continues struggle substantiate claims widespread voter fraud lawyer,"\"As President Trump\\u2019s team continues with its struggle to substantiate claims of widespread voter fraud, his lawyer\\u2026 https://t.co/IoEtAxChsv\"","\"2020-11-19 15:08:44.739839\"",2020-11-19T15:42:23.248+05:30,"",Negative
get retweet trumpvsbiden russia biden trump ukraine,"\"Can I get a Retweet! @realDonaldTrump https://t.co/R9uK5qg1cf @KenWebsterII #TrumpvsBiden #russia #biden #trump #ukraine\"","\"2020-11-19 15:08:47.742664\"",2020-11-19T15:42:23.248+05:30,"",Positive
president donald trump tweet cgood morning amp twitter tag cthis claim time day dis,"\"US President Donald Trump will tweet \\u201cGood Morning\\u201d &amp; Twitter will tag     \\u201cTHIS CLAIM ABOUT THE TIME OF DAY IS DIS\\u2026 https://t.co/M3NrlnRu8Q\"","\"2020-11-19 15:08:50.745846\"",2020-11-19T15:42:23.248+05:30,"",Positive
maybe parallel universe ude trumpvsbiden,"\"maybe in a parallel universe \\ud83d\\ude01 #TrumpvsBiden https://t.co/ASLiDYS0AZ\"","\"2020-11-19 15:08:54.378676\"",2020-11-19T15:42:23.248+05:30,"",Positive
well ironic recognize motherfuckers american oathkeepers maga,"\"Well now, THAT's ironic, because I don't recognize these motherfuckers as #American #OathKeepers #MAGA2020\\u2026 https://t.co/4sGT3iq4n6\"","\"2020-11-19 15:08:57.382359\"",2020-11-19T15:42:23.248+05:30,"",Negative
fuck censoshipment tweets horrible company,"\"Fuck you @Twitter with your censoshipment of Tweets by @realDonaldTrump @POTUS you are horrible company @Twitter\\u2026 https://t.co/WxduINm4i6\"","\"2020-11-19 15:09:00.385971\"",2020-11-19T15:42:23.248+05:30,"",Negative
market voting machines broken company thrived none year later embroiled vot,"\"The Market for Voting Machines Is Broken. This Company Has Thrived in It.\\nOne year later, #us is embroiled in a vot\\u2026 https://t.co/zaufHlAO6o\"","\"2020-11-19 15:09:03.389756\"",2020-11-19T15:42:23.248+05:30,"",Negative
uselections trumpvsbiden something right election also democrats claimed years ther,"\"#USElections2020 #TrumpvsBiden Something not right about the election. Also democrats have claimed for 4 years ther\\u2026 https://t.co/iI7rBs2ieD\"","\"2020-11-19 15:09:06.390675\"",2020-11-19T15:42:23.248+05:30,"",Positive
nothing say clear trumpvsbiden,"\"Nothing to say, it\\u2019s all very clear!!! #TrumpvsBiden https://t.co/Wj0nxI0Mkz\"","\"2020-11-19 15:09:09.394224\"",2020-11-19T15:42:23.248+05:30,"",Negative
trumpvsbiden trump leads ahead please hear link usaelections,"\"#TrumpvsBiden  Trump leads ahead     please hear this link #USAElections2020 https://t.co/aY4RwIc1p4\"","\"2020-11-19 15:09:12.398071\"",2020-11-19T15:42:23.248+05:30,"",Positive
trump saying made fox money foxnews,"\"@FrankAmari2 @kylenabecker @realDonaldTrump @RussRamsland So trump is saying that bc he made Fox money, #FoxNews sh\\u2026 https://t.co/kCtyzoDK6r\"","\"2020-11-19 15:09:15.401904\"",2020-11-19T15:42:23.248+05:30,"",Positive
makerussiagreatagain russiastandswithtrump say democracy make king maga magaforever trumpvsbiden,"\"@TomiLahren #MakeRussiaGreatAgain #RussiaStandsWithTrump say no #democracy! Make @realDonaldTrump your king #MAGA #MAGAFOREVER #TrumpvsBiden\"","\"2020-11-19 15:09:19.015272\"",2020-11-19T15:42:23.248+05:30,"",Positive
former irish president mary robinson compared refusal concede usaelections,"\"Former #Irish #President Mary Robinson has compared @realDonaldTrump's refusal to #Concede the #USAElections2020 si\\u2026 https://t.co/U8ZdNeqVxn\"","\"2020-11-19 15:09:22.018781\"",2020-11-19T15:42:23.248+05:30,"",Positive
joe greatest salesman america america joe biden obituary probably nfuck joe hope complacen,"\"\\\"Joe was the greatest salesman of America in America.\\\" Joe Biden's obituary(probably).\\nFuck you Joe. Hope complacen\\u2026 https://t.co/HVCa5R7t4S\"","\"2020-11-19 15:09:25.022771\"",2020-11-19T15:42:23.248+05:30,"",Positive
million cases covid far population enco,"\"@realDonaldTrump Over 11 million cases of Covid-19 in the US so far, that\\u2019s 3.4% of the population and you are enco\\u2026 https://t.co/YZ9jfXGqQX\"","\"2020-11-19 15:09:28.026658\"",2020-11-19T15:42:23.248+05:30,"",Positive
tweet future happy premier trump won election resoundingly right chocolate,"\"TWEET FROM THE FUTURE: I'm happy Premier Trump won the 2016 election so resoundingly and he's right that chocolate\\u2026 https://t.co/8CNKt4of0e\"","\"2020-11-19 15:09:32.891020\"",2020-11-19T15:42:23.248+05:30,"",Positive
rather cheated peace others cheating bidenharis elecciones trumpvsbiden,"\"I'd rather be cheated to have peace with others. #cheating #bidenharis2020 #Elecciones2020 #TrumpvsBiden\\u2026 https://t.co/cqMhcxCN9l\"","\"2020-11-19 15:09:35.894726\"",2020-11-19T15:42:23.248+05:30,"",Negative
trumpvsbiden las vegas odds makers sensed something wrong development election,"\"#TrumpVsBiden Las Vegas odds makers sensed that something was wrong with the development of the 2020 election as th\\u2026 https://t.co/PE0zSQ0mob\"","\"2020-11-19 15:09:38.897732\"",2020-11-19T15:42:23.248+05:30,"",Negative
trumpvsbiden trumpvsbidenfight nthis warning ude inside war udc uddde uddef ude,"\"@AppieStudio #TrumpvsBiden #trumpvsbidenfight \\nThis not a warning\\ud83d\\ude4c ,this is a inside war\\ud83d\\udc40\\ud83d\\uddde\\ud83d\\uddef\\ud83d\\ude01 https://t.co/uGDwcR0Qfj\"","\"2020-11-19 15:09:41.898676\"",2020-11-19T15:42:23.248+05:30,"",Negative
leave right whatever retweet trumpvsbiden,"\"@realDonaldTrump @JoeBiden \\nI'll just leave this right here, whatever you do, don't retweet it. #TrumpvsBiden https://t.co/cRO0eH4YXJ\"","\"2020-11-19 15:09:44.900606\"",2020-11-19T15:42:23.248+05:30,"",Negative
difference real leader amp fake one ude uddfa uddf biden trumpvsbiden realleader science,"\"Here is the difference between a real leader &amp; a fake one \\ud83d\\ude0e\\ud83c\\uddfa\\ud83c\\uddf8 #Biden2020 #TrumpVsBiden #RealLeader #Science @SpaceX\\u2026 https://t.co/XxVnOaABoq\"","\"2020-11-19 15:09:47.903308\"",2020-11-19T15:42:23.248+05:30,"",Negative
wild usa elections huge brawl proud boys blm protesters antifa,"\"This is the wild #USA after #Elections2020 : Huge brawl between Proud Boys and #BLM protesters antifa in\\u2026 https://t.co/GmV4lRjAUG\"","\"2020-11-19 15:09:50.906723\"",2020-11-19T15:42:23.248+05:30,"",Positive
usa send people space fair voting system using latest technology lwe,"\"#USA can send people to space but can not have a fair voting system Why you not using the latest technology  lwe in\\u2026 https://t.co/vLcjcR4oqA\"","\"2020-11-19 15:09:53.910744\"",2020-11-19T15:42:23.248+05:30,"",Positive
nthank trump unveiling true face imperialism arrogance terrorism thank,"\"3/3\\nThank you #Trump for unveiling the true face of US imperialism, Arrogance and terrorism. Thank you!\\u2026 https://t.co/lCBuC8uW9p\"","\"2020-11-19 15:09:58.910943\"",2020-11-19T15:42:23.248+05:30,"",Negative
nthe genocidal american barbarians overthrown democratically elected governments past imposed,"\"2/+\\nThe genocidal American barbarians have overthrown democratically elected governments in the past and imposed th\\u2026 https://t.co/vhY69Qv8qk\"","\"2020-11-19 15:10:01.914728\"",2020-11-19T15:42:23.248+05:30,"",Negative
twitter feed twitter feed completely opposite trumpconcede trumptantrum trumpvsbiden,"\". @realDonaldTrump twitter feed all about himself @JoeBiden Twitter feed completely the opposite #TrumpConcede #TrumpTantrum #TrumpvsBiden\"","\"2020-11-19 15:10:04.917542\"",2020-11-19T15:42:23.248+05:30,"",Positive
congratulations make america corrupt udd udd udd elections uselections trumpvsbiden,"\"Congratulations @JoeBiden! Make America Corrupt again!! \\ud83e\\udd73\\ud83e\\udd73\\ud83e\\udd73 #Elections2020 #USElections2020 #TrumpvsBiden\\u2026 https://t.co/3gg6RUMqk3\"","\"2020-11-19 15:10:07.921363\"",2020-11-19T15:42:23.248+05:30,"",Positive
simply put unrest continue president second term uddfa uddf,"\"Simply put: UNREST will continue in the US until @realDonaldTrump is President for a second-term...! \\ud83c\\uddfa\\ud83c\\uddf8\\u2026 https://t.co/gCDPIurM1K\"","\"2020-11-19 15:10:10.922724\"",2020-11-19T15:42:23.248+05:30,"",Positive
arrest televised election trumptantrum trumpvsbiden,"\"@realDonaldTrump arrest should be televised.  #2020Election #TrumpTantrum #TrumpvsBiden https://t.co/5dzX2ZYpBg\"","\"2020-11-19 15:10:13.926556\"",2020-11-19T15:42:23.248+05:30,"",Negative
portrait winner iwinthis trump trumpisalaughingstock trumpvsbiden donaldjtrump bidenpresident,"\"Portrait of a winner  #iwinthis #trump #TrumpIsALaughingStock #TrumpvsBiden #DonaldJTrump #BidenPresident\\u2026 https://t.co/FAKGh4iQ6r\"","\"2020-11-19 15:10:16.930346\"",2020-11-19T15:42:23.248+05:30,"",Positive
stop dividing trying ignite radicals attack rule sit back,"\"@realDonaldTrump Stop dividing us! You are trying to ignite radicals to attack each other so you rule and sit back\\u2026 https://t.co/BewALXk39a\"","\"2020-11-19 15:10:19.934146\"",2020-11-19T15:42:23.248+05:30,"",Negative
signed rakuten yet best site earning cash back get bonus sign wit,"\"Have you signed up with Rakuten yet? It\\u2019s the best site for earning Cash Back. Get a $40 bonus when you sign up wit\\u2026 https://t.co/jVim3lETHs\"","\"2020-11-19 15:10:22.938052\"",2020-11-19T15:42:23.248+05:30,"",Positive
rising covid cases usa incumbent president busy election results,"\"Rising COVID cases in the USA and the incumbent president is all busy about the election results. It's all about hi\\u2026 https://t.co/YX1Bj8VcxX\"","\"2020-11-19 15:10:25.941852\"",2020-11-19T15:42:23.248+05:30,"",Positive
disturbs many people voted trump media told racist biden lit,"\"It disturbs me that so many people voted against Trump because the media told us he was a racist. But Biden had lit\\u2026 https://t.co/JWyAMcro6H\"","\"2020-11-19 15:10:28.945833\"",2020-11-19T15:42:23.248+05:30,"",Negative
better weapon peace trumpvsbiden gandhi,"\"@WellingMichael @hoffman_samanta Better weapon the peace is . #TrumpvsBiden #Gandhi\"","\"2020-11-19 15:10:31.946726\"",2020-11-19T15:42:23.248+05:30,"",Positive
still believe lost biden nore sure biden see time,"\"@BBCWorld I still can't believe he lost to Biden, and nore can he! Not sure Biden will see his time out?\\u2026 https://t.co/6ZDOclMsBx\"","\"2020-11-19 15:10:34.950749\"",2020-11-19T15:42:23.248+05:30,"",Positive
twitter disagreed characterisation suggesting mugabe fact cgoing full donald,"\"... Some on Twitter disagreed with the characterisation, suggesting that he (Mugabe) was in fact \\u201cgoing full Donald\\u2026 https://t.co/XhQmciYOm7\"","\"2020-11-19 15:10:37.954604\"",2020-11-19T15:42:23.248+05:30,"",Negative
trumpvsbiden trump commonsense authoritarianleaders nwhy place planet earth,"\"@MikeLester #TrumpvsBiden #Trump #CommonSense #AuthoritarianLeaders\\nWhy is it the only place on the Planet Earth wh\\u2026 https://t.co/t4mtGDYYGL\"","\"2020-11-19 15:10:41.887856\"",2020-11-19T15:42:23.248+05:30,"",Positive
antifa biden trumpvsbiden millionsmagamarch fuckantifa blm good night left side,"\"XD #antifa #biden #TrumpvsBiden #MillionsMAGAMarch #fuckantifa #blm \\n\\\" Good night left side \\\" https://t.co/lFddtmWr1z\"","\"2020-11-19 15:10:44.890742\"",2020-11-19T15:42:23.248+05:30,"",Positive
aka new nwatch uselections news,"\"@newsmax ~ aka the new @FoxNews\\n\\nWatch &gt;&gt;&gt;  \\n\\nhttps://t.co/pIUIXcwcTQ\\n\\n#USElectionResults  \\n#USElections2020 \\n#news\\u2026 https://t.co/hK7BEzHacW\"","\"2020-11-19 15:10:47.894474\"",2020-11-19T15:42:23.248+05:30,"",Positive
getting interesting uselections trumpvsbiden,"\"This is getting interesting ! #USElections2020 #TrumpvsBiden https://t.co/izb09lMPeC\"","\"2020-11-19 15:10:50.898045\"",2020-11-19T15:42:23.248+05:30,"",Positive
sweet justice,"\"@tomplatek @JFNYC1 @THATjsthappnd @NYACC1978 @BrooklynPatriot @NYsNYd_ @TraceyFLGirl @PaulWestonEden Sweet Justice\\u2026 https://t.co/SmyPdbe1U3\"","\"2020-11-19 15:10:53.901949\"",2020-11-19T15:42:23.248+05:30,"",Positive
iraqi traitors cancel agreements china economic countries dumpster egypt jordan,"\"Iraqi traitors cancel agreements with China and other economic countries and go to the dumpster of Egypt, Jordan an\\u2026 https://t.co/nLRxrFtiAp\"","\"2020-11-19 15:10:56.905850\"",2020-11-19T15:42:23.248+05:30,"",Positive
lmaoo arguing republican election amp gop rioting retaliation cops fuc,"\"lmaoo. arguing with a republican before the election &amp; now gop rioting with no retaliation, cops no where to be fuc\\u2026 https://t.co/N6XRDOnNnE\"","\"2020-11-19 15:10:59.908514\"",2020-11-19T15:42:23.248+05:30,"",Negative
sorry say fake news want real news hard hitting news truth watch,"\"@CNN Sorry to say, but this is fake news. If you want real news, the hard hitting news, the truth, then watch F.A.L\\u2026 https://t.co/MReE75GmQe\"","\"2020-11-19 15:11:02.910607\"",2020-11-19T15:42:23.248+05:30,"",Negative
news trump trumpvsbiden bidenpresident bidenharris trumpvsbidenfight,"\"This is the what News should be https://t.co/veinU7h3xx #Trump #TrumpvsBiden #BidenPresident #BidenHarris #trumpvsbidenfight\"","\"2020-11-19 15:11:05.914219\"",2020-11-19T15:42:23.248+05:30,"",Positive
get bored month always check twitter watch lose shit,"\"If you get bored this month you can always go check @realDonaldTrump\\u2019s Twitter to watch him lose his shit in\\u2026 https://t.co/jDQyqAJBaK\"","\"2020-11-19 15:11:08.918338\"",2020-11-19T15:42:23.248+05:30,"",Negative
fear chinease investor free manupulate market burn america,"\"there was @realDonaldTrump 's fear in chinease investor. now they are free to manupulate US market and burn america\\u2026 https://t.co/AuWrlqTxHq\"","\"2020-11-19 15:11:11.922328\"",2020-11-19T15:42:23.248+05:30,"",Positive
asimov saw trumpism coming decades ago trumpvsbiden trumpism bidenharris asimov bidenharris,"\"Asimov saw Trumpism coming decades ago.\\n#TrumpvsBiden #Trumpism #BidenHarris #Asimov #BidenHarris2020 https://t.co/l952hCYJKX\"","\"2020-11-19 15:11:14.926151\"",2020-11-19T15:42:23.248+05:30,"",Positive
